make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_usd
2004,16.72,2500,Electric,4,Toyota,Automatic,White,Full,0,No,9164.29
2003,13.79,1000,Electric,2,Toyota,Automatic,White,Partial,0,Yes,8559.75
2018,16.95,1200,Petrol,5,Ford,Automatic,White,Partial,0,Yes,7552.9
2007,26.09,5000,Petrol,4,Tesla,Automatic,Gray,,0,Yes,10426.68
2013,12.49,2000,Petrol,1,Honda,Manual,Black,Full,2,Yes,6846.98
2001,15.59,1800,Diesel,3,Ford,Manual,Red,Partial,0,Yes,4459.11
2017,16.38,1500,Petrol,4,Honda,Manual,Silver,Partial,0,Yes,7601.76
2011,18.42,2000,Diesel,1,Kia,Manual,Silver,Full,1,Yes,8772.84
1996,15.6,1000,Petrol,2,Honda,Manual,Gray,,0,Yes,4845.24
2013,25.14,1200,Diesel,5,Ford,Automatic,Silver,Partial,1,Yes,3815.02
2015,20.29,1200,Electric,4,Ford,Manual,Blue,Full,1,Yes,8659.49
2005,22.62,5000,Diesel,4,Tesla,Manual,Black,Full,1,Yes,10157.64
1995,20.55,800,Petrol,5,Kia,Automatic,Blue,Partial,1,Yes,1000.0
2003,8.87,5000,Diesel,1,Tesla,Manual,Silver,Full,0,Yes,10510.36
2015,28.59,3000,Diesel,5,BMW,Manual,Blue,Partial,2,No,8600.77
2003,13.23,3000,Petrol,1,Hyundai,Manual,Red,Full,0,Yes,8201.1
2016,15.63,4000,Diesel,3,Volkswagen,Manual,Gray,Partial,0,Yes,9149.28
2006,21.38,2500,Diesel,1,Tesla,Automatic,Black,Full,1,No,7248.65
2023,18.28,2000,Petrol,4,Ford,Manual,White,Partial,0,Yes,8931.25
2013,5.0,1500,Diesel,1,Volkswagen,Manual,Black,Full,0,Yes,7161.36
2016,25.78,3000,Petrol,3,Hyundai,Manual,Silver,Partial,0,Yes,10615.74
2023,22.7,800,Diesel,5,Chevrolet,Manual,Black,Partial,1,No,6223.27
2020,23.83,2500,Diesel,2,Ford,Manual,Silver,Full,1,Yes,10338.15
2003,21.14,2500,Petrol,3,Tesla,Manual,Black,Partial,1,No,6146.34
2010,18.05,2500,Electric,5,Nissan,Automatic,White,,0,Yes,9645.62
2006,15.98,2000,Petrol,2,Hyundai,Automatic,Gray,Partial,0,Yes,7787.66
2005,14.29,1200,Diesel,3,Ford,Automatic,Silver,Partial,0,No,5106.9
2011,20.69,4000,Petrol,1,Hyundai,Automatic,White,Partial,0,Yes,10382.93
2021,17.87,2500,Petrol,4,Nissan,Manual,Black,Partial,0,Yes,8285.54
1998,14.5,2000,Diesel,5,Tesla,Automatic,Gray,,0,Yes,1799.81
2013,23.81,1500,Petrol,1,Nissan,Automatic,Red,Full,0,Yes,7660.67
2023,15.95,4000,Petrol,5,Hyundai,Automatic,Blue,,1,Yes,10982.86
2017,12.48,3000,Diesel,2,Ford,Automatic,Red,Full,1,No,8375.75
2011,12.63,1500,Petrol,5,Honda,Automatic,Silver,,0,Yes,3748.27
2017,21.03,1200,Electric,4,Volkswagen,Manual,Red,Full,0,Yes,9866.63
2012,17.04,4000,Petrol,3,Ford,Manual,Black,,2,Yes,9236.3
2006,17.33,800,Diesel,2,Chevrolet,Manual,Gray,Full,2,Yes,4555.31
2007,15.99,2500,Diesel,3,Chevrolet,Automatic,White,Full,0,Yes,7661.81
1998,22.09,2000,Diesel,5,Toyota,Manual,Black,Full,0,Yes,3709.12
2017,21.61,1000,Electric,2,Toyota,Manual,Red,Full,0,Yes,11238.85
1995,16.62,3000,Electric,3,Ford,Manual,Red,Full,0,Yes,8803.76
1995,7.35,800,Diesel,5,Nissan,Automatic,Blue,Partial,0,No,1000.0
2023,19.49,2500,Diesel,5,Chevrolet,Manual,Blue,Full,0,Yes,7845.34
2020,18.86,2000,Diesel,2,Honda,Manual,Red,Partial,0,Yes,9797.62
2016,16.29,800,Diesel,5,Hyundai,Manual,Red,,0,Yes,5190.74
2023,17.08,1500,Petrol,3,Ford,Manual,Blue,Full,0,Yes,7437.58
2019,10.84,1200,Petrol,3,Chevrolet,Manual,Gray,Full,0,No,5957.82
2007,16.18,1200,Petrol,3,Kia,Manual,Gray,,1,No,4270.02
2020,19.86,3000,Electric,3,Toyota,Automatic,Black,Full,1,Yes,14781.81
2016,18.44,1200,Petrol,4,Tesla,Manual,Red,Full,0,Yes,6048.27
2002,22.91,2000,Diesel,5,Kia,Automatic,Red,Partial,1,Yes,6202.99
2011,21.53,1500,Petrol,2,Chevrolet,Manual,Silver,Partial,0,Yes,5153.92
2017,9.5,1000,Petrol,5,Tesla,Automatic,Silver,,0,Yes,3018.98
2012,20.7,1000,Petrol,5,Toyota,Automatic,Blue,Full,0,Yes,4961.69
2015,18.01,1500,Diesel,1,Honda,Automatic,Blue,Partial,0,Yes,9699.69
2017,14.85,2000,Diesel,4,Nissan,Manual,Gray,Partial,1,Yes,8081.63
2001,15.05,3000,Petrol,5,BMW,Automatic,Gray,Partial,1,Yes,4936.14
2003,19.68,2500,Diesel,5,Hyundai,Manual,Blue,Full,1,Yes,5393.4
2011,20.8,1500,Diesel,1,BMW,Automatic,Black,Full,2,Yes,7951.75
2009,24.29,2000,Diesel,2,Kia,Automatic,Blue,Full,1,Yes,6709.15
2005,22.49,5000,Diesel,4,Ford,Automatic,Gray,Full,0,Yes,9640.03
2009,23.0,1200,Diesel,4,Chevrolet,Manual,Red,Full,0,No,5059.93
1998,17.69,5000,Petrol,5,Nissan,Automatic,Black,Partial,1,No,5897.21
2013,23.6,1800,Petrol,5,Kia,Manual,Gray,Full,0,Yes,6255.85
2023,9.12,4000,Diesel,4,Chevrolet,Automatic,White,,0,Yes,10415.04
2008,16.51,2500,Petrol,4,Tesla,Automatic,Gray,Full,0,Yes,6626.06
2010,12.17,1500,Petrol,2,Toyota,Manual,White,Full,0,Yes,5447.34
2014,14.93,5000,Electric,5,Chevrolet,Manual,Red,,0,Yes,13146.23
2016,14.63,1000,Electric,1,Volkswagen,Manual,Gray,Full,0,No,11408.78
2000,17.9,1500,Diesel,5,Kia,Manual,Silver,,0,Yes,4974.73
