make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,actual_price_usd,predicted_price_usd
2009,19.34,800,Petrol,1,Ford,Automatic,White,Full,1,Yes,5682.71,5774.795090311669
2011,20.95,1200,Petrol,5,Hyundai,Manual,Black,Partial,0,No,6061.56,4924.096829344977
2016,18.48,1000,Diesel,2,Tesla,Automatic,Black,Full,1,Yes,5591.11,6506.76757569448
2001,13.8,1800,Electric,3,Ford,Manual,Silver,,3,No,8014.78,7444.4862743514
2014,16.95,1200,Diesel,1,Hyundai,Manual,Red,,0,Yes,6415.25,6840.91786023767
2023,10.54,4000,Diesel,1,Volkswagen,Automatic,Black,,1,Yes,10830.74,11654.300481711542
2005,9.73,1000,Electric,4,Nissan,Automatic,Silver,,0,Yes,5309.49,5850.860412367186
1997,21.17,1800,Diesel,4,BMW,Manual,Red,Full,2,No,5348.13,4385.307784574829
2016,15.72,1000,Petrol,2,Kia,Manual,Blue,Partial,0,Yes,6848.02,6147.512508850667
2020,9.41,1800,Petrol,4,Volkswagen,Automatic,Blue,Full,0,Yes,7169.17,6257.711512973377
2011,19.83,1000,Diesel,5,Honda,Automatic,Gray,,0,Yes,4421.83,4480.848213493291
2004,16.4,1800,Petrol,2,Toyota,Automatic,Red,Full,2,No,5588.21,5768.1640474521655
1995,9.96,4000,Petrol,2,Chevrolet,Manual,Blue,Full,1,Yes,5470.93,6796.596606741471
2011,16.07,5000,Petrol,4,Kia,Manual,Red,Full,0,No,10689.55,10558.377633300668
1999,22.58,800,Electric,3,Hyundai,Manual,Blue,Partial,2,No,7058.93,6692.157048735702
2011,20.73,1000,Petrol,3,Tesla,Manual,Gray,Partial,0,Yes,7161.56,5481.609485559797
1995,20.3,1500,Diesel,3,Tesla,Manual,Black,,1,Yes,4823.72,3847.3650751036985
2006,23.32,5000,Petrol,4,Toyota,Manual,Black,Full,2,Yes,12527.57,10629.820146027047
1999,21.91,3000,Diesel,5,Honda,Automatic,Silver,Partial,0,Yes,4790.72,5932.670023908576
1999,11.89,1500,Diesel,2,Kia,Manual,Red,Full,0,Yes,3362.4,3986.035353492425
2007,21.35,5000,Petrol,1,Tesla,Manual,Gray,Full,1,Yes,12276.71,11921.868006010785
2016,12.64,3000,Diesel,1,BMW,Automatic,White,Full,1,No,9785.42,9413.706254707991
2001,20.0,800,Diesel,2,Ford,Manual,Silver,Full,0,Yes,3620.53,4127.905979359981
1996,15.94,1500,Electric,4,Hyundai,Manual,White,Full,0,Yes,6944.8,5999.220073087974
2018,18.34,2000,Diesel,1,Volkswagen,Manual,Black,,1,No,10111.02,8886.07645079064
2009,18.88,1500,Diesel,5,Tesla,Automatic,Gray,Partial,1,Yes,2825.3,4751.6217269336985
2000,9.97,1500,Diesel,4,Tesla,Manual,Silver,Full,1,Yes,2187.39,2810.1620475268173
2020,14.68,3000,Diesel,4,Toyota,Manual,Gray,,0,No,7709.37,8668.857968632243
2007,18.28,5000,Petrol,1,Hyundai,Automatic,Blue,Partial,2,Yes,13283.25,11577.541555112239
2005,15.74,2000,Electric,4,Kia,Automatic,Silver,,0,Yes,7487.67,8069.531011089158
2010,11.58,1800,Diesel,3,Nissan,Automatic,Blue,Full,0,No,5785.51,5516.588745474012
2008,29.56,5000,Petrol,1,Ford,Automatic,White,Partial,1,No,13831.66,13170.932120185698
2009,23.87,1200,Diesel,1,Nissan,Manual,White,Partial,0,Yes,5967.35,6927.120623909326
2004,27.13,3000,Diesel,2,Hyundai,Automatic,Silver,Partial,1,No,8145.88,8765.839875611926
2006,27.87,1000,Electric,2,BMW,Automatic,Black,Full,1,Yes,9532.43,9277.575277690552
2004,21.91,2500,Petrol,1,Honda,Automatic,Gray,Full,1,Yes,7316.05,7888.724200648707
2020,19.88,4000,Electric,5,Hyundai,Automatic,Gray,Full,0,Yes,13488.97,13273.77086797548
2017,23.53,1200,Petrol,5,BMW,Automatic,Blue,,0,Yes,6379.66,6148.204447806762
1996,8.24,1500,Diesel,3,Ford,Manual,White,Full,1,No,3798.14,2592.3672194175615
2009,14.25,1500,Diesel,2,BMW,Manual,Gray,Full,0,Yes,6223.93,5752.11094801971
1997,17.78,1200,Electric,2,Tesla,Manual,Gray,Full,1,Yes,7185.76,6853.343059206363
2006,28.0,2000,Petrol,3,Kia,Manual,Red,Partial,0,Yes,6018.75,7227.451031333747
2014,19.03,3000,Petrol,5,Hyundai,Manual,Black,Full,1,Yes,7972.25,7798.349358506424
2006,18.78,2000,Petrol,5,Kia,Automatic,Black,Full,1,No,3499.85,5161.203831886966
2011,25.34,1500,Diesel,4,BMW,Manual,Silver,Partial,0,No,6548.13,6443.718328704595
2000,24.13,1000,Petrol,2,BMW,Manual,Gray,Partial,1,Yes,5830.73,4859.577434582769
2003,15.2,2500,Petrol,3,Volkswagen,Automatic,Black,,1,Yes,4656.66,6018.838124517423
1998,22.19,800,Petrol,2,Honda,Automatic,Silver,Partial,0,Yes,4987.78,3993.4957405765704
2008,18.97,1800,Petrol,1,Kia,Manual,Silver,,1,Yes,5979.11,7047.615597295129
2013,22.46,800,Petrol,1,BMW,Manual,White,,0,Yes,5918.62,6810.272562169833
2009,17.49,1500,Diesel,3,Volkswagen,Automatic,Red,,0,Yes,6347.08,5721.16753292951
2008,19.59,3000,Petrol,3,Tesla,Manual,Blue,Full,2,No,6804.95,7920.710444643664
2011,19.17,5000,Diesel,5,Tesla,Automatic,Gray,,0,Yes,9749.39,10310.658215966363
2017,17.75,4000,Petrol,2,Volkswagen,Automatic,Gray,Full,0,Yes,10920.73,11094.642029431569
2010,6.91,1500,Diesel,1,Chevrolet,Manual,Red,Full,1,No,5297.97,5529.604578759264
2008,14.19,3000,Diesel,5,Volkswagen,Automatic,Gray,,0,Yes,7674.12,6368.332455949314
2001,16.49,3000,Petrol,5,BMW,Automatic,White,Full,0,No,5344.62,5682.949983003349
1998,18.03,1500,Diesel,4,Toyota,Manual,Gray,Partial,0,No,3393.95,3559.001116546273
2000,16.1,1800,Diesel,1,BMW,Automatic,Gray,,0,No,5769.84,5622.785534495002
2021,18.67,2500,Diesel,5,Toyota,Manual,Silver,Full,1,Yes,9200.0,8031.18825554608
2019,17.64,2500,Diesel,4,Kia,Manual,Silver,Partial,0,Yes,8216.22,8100.774494968016
2015,13.72,5000,Electric,4,Nissan,Manual,Silver,,1,No,12611.46,13822.887477078828
2016,19.8,1500,Diesel,4,Hyundai,Manual,Black,Full,0,Yes,5095.22,6436.697664223726
1996,22.72,800,Diesel,2,Honda,Manual,Black,Full,0,Yes,4324.88,3794.793967688389
1999,14.14,800,Petrol,1,BMW,Automatic,White,Partial,0,Yes,3973.77,3734.720368114309
2009,16.63,1500,Electric,4,BMW,Automatic,Red,Partial,1,Yes,6129.93,8160.262415228252
2022,18.68,1800,Petrol,3,Kia,Automatic,Red,Full,1,No,7486.96,8235.676547175974
2003,24.54,4000,Petrol,2,Hyundai,Automatic,Gray,Full,1,Yes,12515.14,9762.244363715323
2022,17.24,5000,Diesel,1,Hyundai,Automatic,White,Partial,1,Yes,13804.24,13724.483118430457
2011,13.13,2500,Electric,3,Ford,Manual,Gray,,0,Yes,11466.0,9851.438175543746
2000,28.84,5000,Diesel,1,Honda,Manual,Blue,Full,3,Yes,10501.99,11856.54822972561
2007,14.44,2000,Petrol,3,Ford,Automatic,Gray,Full,2,Yes,6757.61,5672.26819034268
2016,13.74,5000,Diesel,4,Ford,Manual,Silver,Full,0,Yes,10872.93,10899.953684184758
2011,14.92,4000,Petrol,3,Hyundai,Automatic,Black,Partial,0,No,9523.85,9370.844293674747
2018,28.26,1200,Diesel,4,Nissan,Manual,Red,Full,0,Yes,7566.53,7366.726184442907
2012,22.91,1800,Diesel,2,Toyota,Manual,Blue,,1,Yes,6041.93,7618.798655100549
2009,14.66,1200,Electric,1,Tesla,Automatic,Gray,,0,Yes,8110.24,8759.689520316335
2016,9.37,5000,Diesel,2,Ford,Automatic,Blue,Partial,0,Yes,10960.81,11355.060601231786
2022,20.93,1800,Petrol,4,BMW,Manual,Red,,0,Yes,8203.62,8027.47729418897
2002,12.08,1800,Diesel,3,Hyundai,Automatic,Blue,Full,0,Yes,3437.75,4321.372948711447
2003,22.81,1800,Diesel,1,Toyota,Manual,White,Full,0,Yes,6833.98,6794.195648483863
1999,16.43,1200,Petrol,3,Toyota,Automatic,Silver,Full,0,Yes,2550.69,3528.758337572902
2023,15.3,2000,Diesel,3,Tesla,Automatic,Gray,Full,1,Yes,9059.93,8127.644552707564
1999,21.99,800,Diesel,4,Toyota,Manual,Black,Full,0,Yes,2875.69,3147.822971736159
2010,17.38,800,Petrol,1,Toyota,Automatic,Red,Full,0,Yes,4901.25,5730.7106839506105
2014,13.49,1800,Petrol,4,Honda,Manual,Red,Full,0,Yes,5000.61,5895.531873641812
2021,24.43,1500,Diesel,4,Hyundai,Manual,Silver,Full,0,Yes,9087.11,7696.986702223769
2000,14.09,800,Diesel,4,Toyota,Automatic,Silver,Full,1,Yes,1467.79,2316.4051841474393
1996,14.12,1200,Diesel,1,Nissan,Manual,Silver,Partial,1,No,5248.58,3819.8894885745117
1998,30.19,1800,Petrol,5,BMW,Manual,White,Full,0,Yes,6803.85,5051.296120773276
1997,16.82,3000,Diesel,5,Volkswagen,Manual,Blue,Partial,1,Yes,4925.32,5030.03993620101
1996,15.58,1800,Diesel,3,Honda,Manual,Blue,Full,0,Yes,2571.95,3886.166461698694
2012,6.53,1200,Petrol,3,Tesla,Automatic,Gray,Full,1,No,4861.33,4266.36877545605
2019,21.2,1500,Petrol,3,Ford,Automatic,Red,Full,0,Yes,6917.27,7587.098657674414
2016,17.95,1200,Diesel,5,Honda,Automatic,Black,,1,Yes,6486.87,5341.5405537025745
1998,19.94,1200,Diesel,5,BMW,Manual,Black,Full,0,Yes,3703.41,2929.2342327653023
2019,9.19,3000,Petrol,4,Nissan,Manual,Silver,Full,1,Yes,8933.06,7829.466613623119
2005,16.33,5000,Diesel,4,Kia,Manual,Blue,Partial,0,Yes,9619.16,9587.955599795667
2022,24.94,1500,Petrol,3,Tesla,Automatic,Gray,Partial,3,Yes,8026.08,8400.366538104592
2000,19.55,1000,Petrol,3,Ford,Manual,Gray,Full,0,Yes,4589.05,3732.2949528405316
2008,20.81,1500,Petrol,1,BMW,Manual,White,Partial,1,Yes,8536.04,6916.294757716623
2014,15.94,1200,Diesel,1,Toyota,Automatic,White,Full,0,No,6726.85,6751.885228001976
2006,21.6,800,Petrol,1,Volkswagen,Automatic,Silver,Full,2,No,5172.28,5672.628453801401
1996,14.05,1500,Petrol,3,Toyota,Automatic,Blue,,0,No,2405.54,3270.3214218100666
1996,19.16,4000,Petrol,3,Volkswagen,Manual,Red,Partial,1,Yes,8622.54,7710.159717449509
2003,12.1,1500,Electric,3,Kia,Manual,Blue,Full,0,No,8022.13,7087.571329446873
2015,13.56,2000,Diesel,1,Volkswagen,Manual,Gray,Partial,0,No,7577.62,7815.65691832671
2009,23.26,1500,Petrol,2,Tesla,Manual,White,Partial,0,Yes,7649.42,6757.99092265656
1995,23.07,2000,Diesel,4,Kia,Automatic,Silver,Partial,0,Yes,5051.77,4453.7424551882195
2022,8.48,3000,Diesel,1,Toyota,Automatic,Black,Full,2,No,11047.48,9747.469398616187
2002,13.95,5000,Diesel,3,BMW,Automatic,Black,Full,0,Yes,8148.13,9470.03231703855
2002,14.39,1000,Diesel,5,Kia,Manual,Blue,Full,0,Yes,1304.84,2442.2312962097476
2017,18.54,4000,Electric,5,Volkswagen,Manual,Gray,Partial,0,Yes,10573.51,12725.82744490457
2003,11.64,5000,Diesel,5,Toyota,Automatic,White,Full,1,Yes,7823.83,8287.013101276689
1996,19.88,1200,Electric,4,Kia,Automatic,Blue,Partial,0,Yes,5755.91,6027.363151465845
2001,18.21,800,Diesel,1,Honda,Manual,Black,Partial,0,Yes,6757.5,4481.461671309418
2005,11.76,2000,Petrol,1,BMW,Manual,Red,Full,0,Yes,5384.19,6156.3579119339865
2004,12.17,1000,Petrol,4,Chevrolet,Manual,Gray,Partial,0,Yes,3367.73,2945.9621261216125
2000,17.47,800,Diesel,1,Hyundai,Automatic,Silver,Full,1,Yes,3815.49,4171.172169648408
1998,16.85,1200,Diesel,5,Volkswagen,Automatic,Silver,Full,0,Yes,3571.9,2510.7373806454107
2007,18.37,5000,Petrol,2,Chevrolet,Manual,Black,Partial,0,Yes,11186.37,11137.820438716868
2011,16.24,800,Diesel,1,Chevrolet,Manual,Blue,,2,No,8616.73,5686.628443712985
1999,18.71,4000,Diesel,4,Honda,Manual,Silver,Full,1,Yes,7878.81,7520.737213656368
2003,16.23,1200,Petrol,5,Hyundai,Manual,Red,,0,Yes,3479.97,3156.9972681962918
2019,15.58,2500,Diesel,1,BMW,Automatic,Silver,Partial,0,Yes,9681.29,9394.32108176628
2012,25.91,1800,Petrol,1,Volkswagen,Manual,Blue,Partial,0,No,7574.93,8549.628940649272
2005,15.95,2500,Petrol,3,Kia,Manual,Black,Full,1,Yes,5543.9,6347.214726336193
2008,12.31,1500,Petrol,5,Ford,Manual,Blue,Partial,1,Yes,4319.88,3809.7433825561193
2016,19.0,4000,Diesel,2,BMW,Manual,Red,Full,0,Yes,12526.76,11171.405606954524
2023,14.25,1500,Petrol,3,Hyundai,Manual,Gray,Full,0,Yes,8254.82,7250.779597569583
2006,16.37,1800,Petrol,4,Kia,Manual,Black,Partial,0,Yes,6861.54,5006.429697601543
1995,10.41,5000,Diesel,5,Chevrolet,Manual,White,Full,1,No,5647.2,6958.370593083514
2023,15.73,800,Diesel,2,Tesla,Manual,Black,Full,0,No,7049.39,6933.551950824973
1997,16.45,1500,Diesel,3,Hyundai,Automatic,Black,Full,0,Yes,4271.3,3708.2670263804966
1995,30.37,2500,Diesel,2,Kia,Manual,Red,Full,0,Yes,7536.53,7119.158793098099
2015,14.62,5000,Petrol,3,Hyundai,Manual,Gray,Partial,0,Yes,12022.62,11334.2712012524
2002,19.11,3000,Petrol,2,Toyota,Manual,Silver,Partial,0,Yes,10122.85,7462.980482933439
2023,7.86,1800,Petrol,5,Honda,Manual,Blue,Partial,0,Yes,6688.61,5985.750874939909
1995,27.44,1800,Diesel,2,Nissan,Manual,Red,Full,0,Yes,4463.7,5721.070781622783
2009,19.34,1000,Petrol,3,Volkswagen,Manual,Silver,Partial,0,Yes,7015.75,5108.378420346489
2021,23.54,5000,Diesel,5,Ford,Manual,Blue,,0,Yes,12256.44,12331.751640722192
2000,16.48,3000,Petrol,1,Tesla,Automatic,Black,Partial,1,Yes,5395.66,7357.26611021079
2014,14.08,1500,Petrol,1,Tesla,Manual,Gray,Full,1,No,5944.26,6889.29905237588
2008,11.25,1000,Diesel,3,Chevrolet,Automatic,White,Full,0,Yes,3947.33,3969.6337232829133
2005,12.95,4000,Petrol,5,BMW,Automatic,Blue,Full,0,Yes,7413.59,7268.076895533246
2011,18.25,4000,Petrol,2,Tesla,Manual,Silver,Partial,1,Yes,12541.09,10155.775279536392
2015,14.71,1000,Petrol,2,Volkswagen,Automatic,Blue,,0,Yes,4461.24,5937.449620948848
2016,19.81,1500,Diesel,4,Ford,Manual,Silver,Partial,0,Yes,7155.24,6402.959653288909
2015,18.01,2000,Petrol,2,Nissan,Manual,Blue,Partial,0,Yes,6597.97,7771.84828112104
2014,22.6,2000,Diesel,5,Hyundai,Manual,White,,0,No,7972.17,6761.198130659747
2009,12.37,2500,Petrol,4,Tesla,Manual,Blue,Full,1,Yes,5995.83,5921.466443008351
1997,18.99,4000,Electric,1,Hyundai,Manual,Silver,Partial,0,Yes,11237.28,11684.579287750108
2019,16.32,1800,Diesel,3,Chevrolet,Manual,Black,,0,Yes,7824.6,7409.6897054471165
2016,25.66,4000,Petrol,5,Honda,Automatic,Black,Partial,0,No,10337.36,10482.569910030383
2014,18.65,1200,Diesel,1,BMW,Automatic,Blue,Partial,0,Yes,7649.48,7071.693447255718
2010,22.34,1000,Petrol,3,Nissan,Manual,Blue,Full,0,Yes,5854.69,5569.205544724428
2009,25.72,2500,Petrol,2,Toyota,Automatic,Red,Full,0,No,8814.54,8675.950000032983
2012,18.65,5000,Diesel,4,Tesla,Manual,Blue,Full,0,Yes,9048.38,10862.399570142712
2020,14.86,2000,Diesel,1,Volkswagen,Automatic,Gray,Full,1,Yes,11247.95,8700.74056618472
2022,21.91,4000,Electric,4,Hyundai,Manual,Black,Full,0,No,13498.43,14367.918106738816
2023,11.8,1000,Petrol,2,Honda,Manual,Blue,Partial,0,No,6403.98,6768.683725377835
2017,14.63,2500,Diesel,4,Hyundai,Automatic,White,Partial,1,Yes,5175.28,7462.415650109473
2017,15.47,1500,Petrol,4,BMW,Manual,Blue,Full,0,Yes,5881.86,6097.569553028356
2007,13.49,1800,Petrol,4,Toyota,Manual,Blue,Partial,0,Yes,6983.6,4748.621034203366
2006,27.82,1200,Diesel,1,BMW,Manual,Blue,Partial,0,Yes,6290.82,6976.507149876837
2011,16.58,800,Petrol,1,Honda,Automatic,Silver,,0,No,6323.06,5773.931966926972
2016,13.84,5000,Diesel,3,Hyundai,Manual,White,Full,2,No,10616.94,11469.138093219484
1997,10.67,4000,Petrol,5,Volkswagen,Manual,White,Partial,1,Yes,4628.14,5817.969143382559
2013,28.18,2500,Petrol,3,Toyota,Manual,Blue,Partial,0,Yes,9798.95,8951.924881069555
2015,18.35,1200,Diesel,4,Hyundai,Manual,White,Partial,0,Yes,6072.9,5654.168974625231
2015,11.8,2500,Diesel,3,Honda,Automatic,Black,Partial,0,No,6822.74,7399.520390032207
2023,16.33,1200,Petrol,1,Honda,Manual,Black,Full,0,Yes,9099.52,8121.106827084424
2014,21.69,4000,Diesel,4,Honda,Manual,Silver,Partial,0,Yes,11936.76,10106.9510206129
2017,16.52,4000,Electric,5,Toyota,Manual,Black,Full,1,Yes,12139.37,12474.126841074669
2000,17.96,1200,Petrol,4,Volkswagen,Automatic,Silver,Full,0,Yes,4015.95,3427.2370961078786
2019,21.43,5000,Petrol,5,Nissan,Manual,Black,,0,Yes,12037.65,11847.283898595699
2003,12.98,4000,Diesel,2,Ford,Manual,Gray,Full,0,Yes,8000.56,8360.35833047392
2008,15.57,3000,Petrol,3,Honda,Automatic,Black,Full,0,No,9543.55,7557.828983763375
2020,13.8,1000,Diesel,5,Hyundai,Manual,Red,Full,1,Yes,4953.33,5101.696105133113
2017,15.37,5000,Diesel,5,Chevrolet,Manual,Gray,Full,0,Yes,10136.9,10759.570333560734
1999,17.71,1800,Diesel,1,Ford,Automatic,Silver,Full,2,No,7553.26,5593.865380990943
1996,23.91,2000,Diesel,5,Volkswagen,Manual,Black,Full,0,Yes,3101.63,4291.506183303758
2001,5.53,3000,Petrol,1,Nissan,Manual,Black,Full,0,Yes,5760.37,6215.692361478465
2013,21.48,1000,Diesel,4,BMW,Automatic,Gray,Full,0,Yes,5122.36,5509.477665000009
2014,18.85,1000,Petrol,1,Nissan,Manual,Red,Full,1,Yes,7717.2,6802.653751730934
1997,12.53,2500,Diesel,5,Honda,Automatic,Gray,Partial,1,No,5155.58,3795.264107926492
2002,18.14,4000,Petrol,4,Volkswagen,Automatic,Gray,,0,Yes,7307.93,7932.356090738973
2020,10.69,1200,Petrol,3,BMW,Manual,Gray,Full,0,Yes,5862.61,6016.389749032811
2001,24.53,800,Petrol,2,Tesla,Automatic,Red,Full,0,Yes,4027.25,4726.700374951455
2006,13.39,1000,Petrol,2,Ford,Manual,Blue,Partial,1,No,4953.84,4397.717931726803
2004,16.91,800,Diesel,5,Tesla,Manual,Black,Full,0,No,3652.07,2782.6722881490423
2001,24.7,1500,Petrol,5,Nissan,Automatic,Black,Full,1,Yes,4367.67,4353.265016879204
2009,15.17,800,Diesel,1,Volkswagen,Automatic,Blue,Full,0,Yes,4782.84,5295.076244391953
2011,25.22,5000,Diesel,5,Volkswagen,Manual,Blue,Full,0,Yes,11341.19,11113.105568586232
2017,20.51,1800,Diesel,4,Honda,Automatic,Silver,Full,1,Yes,8248.26,7142.22535363728
2021,22.39,800,Diesel,4,Nissan,Manual,Silver,Full,0,Yes,4845.36,6435.339858290228
2021,20.96,5000,Petrol,4,Nissan,Manual,Gray,Partial,0,No,11215.39,12569.731224183186
1995,14.34,4000,Petrol,4,Chevrolet,Manual,Blue,Partial,0,Yes,5479.95,6342.615677314765
2004,19.32,5000,Petrol,3,Ford,Manual,Blue,Partial,0,No,8242.27,10300.554982645825
1996,5.0,2500,Petrol,3,BMW,Manual,Blue,Partial,0,Yes,3638.44,3690.500204238607
2014,21.91,4000,Petrol,2,Nissan,Automatic,Gray,Full,1,Yes,9338.84,11111.475840144922
2007,22.91,1200,Petrol,4,Honda,Manual,Silver,Full,0,Yes,4963.8,5026.09607379147
2002,13.62,1500,Diesel,1,Honda,Manual,Gray,Full,1,Yes,4098.47,5085.485017475443
2011,21.41,2500,Electric,1,Volkswagen,Manual,Gray,Partial,0,Yes,11263.25,11895.303615489476
2020,11.74,1200,Diesel,1,Honda,Manual,Silver,Full,1,Yes,8103.97,7085.402091762816
2015,21.77,5000,Diesel,2,Hyundai,Manual,Gray,Full,0,Yes,13726.01,12692.936210484917
2011,20.62,1000,Petrol,4,Tesla,Automatic,Gray,Full,1,No,4005.65,5032.916785036194
1995,17.49,1800,Petrol,1,BMW,Manual,Silver,Full,0,Yes,3641.46,4992.30327706519
2015,14.9,5000,Petrol,3,BMW,Automatic,Silver,Full,2,Yes,11493.63,11479.739533470754
2010,13.94,2000,Petrol,2,Nissan,Manual,Gray,Full,1,Yes,6261.52,6550.932285741445
2006,20.52,800,Petrol,5,Hyundai,Automatic,Silver,Partial,1,Yes,2686.66,3470.7310530354644
2005,18.4,4000,Petrol,2,Honda,Automatic,Gray,,1,Yes,9545.63,9365.409456175117
2014,12.76,1800,Petrol,1,Tesla,Manual,Gray,Full,0,Yes,8457.81,7138.975950561654
2007,27.06,3000,Diesel,1,Chevrolet,Automatic,Gray,Full,1,No,9500.25,9705.824551923732
2001,23.9,3000,Petrol,1,Ford,Automatic,Gray,,0,Yes,10243.41,8387.178322577975
1998,19.88,5000,Electric,5,Honda,Manual,Silver,Full,0,Yes,10168.99,11527.640546703824
2020,14.65,2500,Petrol,2,BMW,Manual,Black,Full,2,No,9661.18,9011.039011137595
2013,10.5,2000,Diesel,3,Kia,Automatic,White,,0,Yes,5480.2,6135.736060770087
2021,20.11,5000,Electric,4,Honda,Manual,Black,Partial,0,No,15021.62,15542.686234220666
2006,22.42,5000,Petrol,4,Tesla,Automatic,Black,Full,2,Yes,10373.17,10494.225861250217
2018,12.72,1000,Diesel,4,Honda,Automatic,White,Full,1,Yes,5654.36,5187.83246901701
2013,29.9,4000,Diesel,3,Toyota,Manual,Silver,,2,Yes,10558.32,11422.475828080682
1997,17.37,1500,Diesel,2,Ford,Automatic,Red,Full,1,Yes,3635.38,4349.25566688942
2022,20.24,2500,Petrol,1,Kia,Manual,Blue,Partial,0,No,8815.68,10351.569724037116
1997,17.87,2500,Diesel,3,Nissan,Manual,Silver,Partial,0,Yes,4804.06,5347.222664846896
2019,18.85,800,Diesel,2,Volkswagen,Automatic,Gray,Full,1,No,6695.4,6786.9145422275815
2006,25.29,2500,Petrol,5,Ford,Automatic,White,,0,Yes,6511.73,6627.327689517657
2000,12.47,1200,Diesel,3,Hyundai,Automatic,Gray,,0,No,4136.27,3218.8037914330635
2000,22.95,2500,Petrol,1,Nissan,Manual,White,Partial,0,Yes,7403.05,7415.370913701833
2012,17.3,1200,Petrol,2,Hyundai,Manual,Black,Partial,1,Yes,6475.49,6068.415811500268
2014,14.28,1200,Petrol,3,Tesla,Manual,Blue,Full,0,No,6064.17,5473.196467853848
2009,19.74,3000,Diesel,5,Nissan,Automatic,Black,Full,0,Yes,7238.09,7185.012904962827
2018,27.1,3000,Petrol,3,Kia,Automatic,White,Full,1,Yes,10511.0,10380.346710834441
2008,11.67,1800,Diesel,1,Toyota,Manual,Gray,,0,Yes,4841.46,6159.466057592132
2020,20.57,3000,Petrol,1,Chevrolet,Manual,Red,Partial,0,Yes,12458.86,10865.392433280045
1998,28.79,5000,Diesel,3,Volkswagen,Manual,Blue,Partial,0,Yes,10798.37,10588.098532812523
2012,13.63,1800,Diesel,2,Volkswagen,Automatic,Blue,Full,2,Yes,9335.1,6568.829302085316
2018,22.32,2000,Petrol,1,Honda,Manual,Blue,Full,1,Yes,6975.37,9250.433522199888
2011,12.88,800,Diesel,1,Honda,Manual,Silver,,0,Yes,5569.78,5282.504471703738
2005,16.72,3000,Diesel,2,Kia,Manual,Gray,Partial,0,Yes,6864.45,7634.412487614862
2017,8.89,800,Diesel,4,Tesla,Manual,Gray,Partial,0,No,3717.68,4193.951042125387
2009,14.21,4000,Petrol,5,Nissan,Automatic,Silver,Full,0,Yes,6932.68,7963.333313961424
1995,12.12,2000,Petrol,5,Hyundai,Automatic,White,Partial,0,No,2076.56,2676.5201311544834
2023,11.97,1800,Electric,3,Toyota,Manual,Red,Partial,0,Yes,12194.16,10529.48038059557
2015,14.56,2000,Petrol,5,Chevrolet,Automatic,Gray,Partial,0,Yes,6476.4,5889.922581145382
2006,20.33,1800,Diesel,4,Kia,Manual,Gray,Partial,2,Yes,5650.43,5456.842901559954
2010,22.31,5000,Diesel,4,Tesla,Automatic,Blue,Partial,1,Yes,11168.2,11024.284660647158
2020,18.99,3000,Diesel,1,Nissan,Automatic,Silver,Full,0,Yes,11236.34,10643.820158169481
2023,17.11,1500,Petrol,5,Chevrolet,Manual,Gray,,0,Yes,6779.39,6628.376668554212
1996,23.19,4000,Electric,4,Tesla,Automatic,Black,Partial,0,Yes,9441.2,10613.696082084729
2014,26.9,3000,Petrol,5,Nissan,Automatic,Gray,,0,No,9008.41,8783.672820611026
1998,17.87,5000,Diesel,5,Nissan,Automatic,Blue,Partial,0,Yes,7202.13,8259.502488556187
2017,14.55,1800,Diesel,4,BMW,Manual,Red,Full,0,Yes,7605.14,6516.769786639557
2001,17.91,4000,Petrol,2,Chevrolet,Manual,Black,Partial,1,Yes,9301.1,8699.768689069835
2019,16.07,1800,Diesel,5,Chevrolet,Manual,Red,Full,0,Yes,8225.99,6428.510092816205
2023,18.21,1200,Electric,5,BMW,Manual,White,Full,0,Yes,8034.92,9442.976209700244
1998,8.23,3000,Diesel,3,Hyundai,Automatic,Silver,Partial,1,No,5018.25,5099.572558408067
2014,18.67,5000,Petrol,4,Ford,Automatic,White,Partial,0,No,11484.22,11275.477620374404
2006,23.18,2000,Petrol,5,BMW,Automatic,Black,Full,1,Yes,7090.62,5719.941873062642
2021,30.43,2500,Petrol,3,Tesla,Manual,Red,Full,0,No,10647.02,10487.052600159162
2018,21.0,800,Diesel,4,Tesla,Manual,Gray,,2,Yes,5199.19,5781.3636429025555
2009,18.01,1800,Diesel,3,Nissan,Automatic,Black,,2,Yes,6709.86,6169.548368973266
2003,31.62,1200,Diesel,2,BMW,Automatic,White,Full,0,Yes,5869.34,6556.602583806508
2014,19.53,3000,Petrol,2,Toyota,Manual,Black,Full,1,No,9674.51,9381.910293013269
2014,18.22,1000,Diesel,1,Honda,Manual,Gray,,0,Yes,7218.55,6675.1641874923735
2000,10.46,800,Diesel,5,Honda,Automatic,Blue,Full,0,No,1440.58,1438.2818957830623
2004,16.12,2000,Petrol,2,Nissan,Automatic,Gray,Partial,0,No,6471.14,5965.128471352047
2023,26.26,1800,Diesel,5,Nissan,Manual,Gray,Full,1,Yes,7721.47,8212.103007822183
2014,19.3,1200,Electric,2,Honda,Manual,Red,Full,0,Yes,9584.82,9697.148341217116
2016,17.45,2500,Electric,4,BMW,Manual,Red,Full,0,Yes,10642.45,10777.89548535469
2017,16.77,1200,Electric,1,Hyundai,Manual,Blue,Partial,0,Yes,10218.3,10199.904064893055
